0.00 0.00 1.57
0.00 0.00 1.57
0.00 0.05 1.57
-0.00 0.27 1.57
-0.00 0.54 1.56
-0.01 0.88 1.56
-0.01 1.32 1.56
-0.01 1.49 1.56
-0.02 1.71 1.55
-0.02 2.03 1.56
-0.02 2.22 1.56
-0.02 2.47 1.56
-0.03 2.81 1.56
-0.03 3.03 1.56
-0.03 3.25 1.56
-0.03 3.42 1.56
-0.04 3.66 1.56
-0.04 3.88 1.57
-0.04 4.15 1.56
-0.04 4.37 1.57
-0.04 4.57 1.57
-0.04 4.72 1.57
-0.04 4.89 1.56
-0.04 5.11 1.57
-0.04 5.30 1.57
-0.05 5.45 1.57
-0.05 5.62 1.57
-0.05 5.79 1.57
-0.05 5.94 1.57
-0.05 6.13 1.57
-0.05 6.28 1.57
-0.05 6.43 1.57
-0.05 6.62 1.57
-0.05 6.79 1.57
-0.05 7.01 1.57
-0.05 7.16 1.57
-0.05 7.35 1.57
-0.05 7.53 1.57
-0.05 7.70 1.57
-0.05 7.82 1.57
-0.05 8.01 1.57
-0.05 8.21 1.57
-0.05 8.36 1.57
-0.05 8.55 1.57
-0.05 8.70 1.57
-0.05 8.89 1.57
-0.05 9.09 1.57
-0.05 9.26 1.57
-0.05 9.43 1.57
-0.05 9.58 1.57
-0.05 9.77 1.57
-0.05 9.97 1.57
-0.05 10.12 1.57
-0.05 10.31 1.57
-0.05 10.46 1.57
-0.05 10.65 1.57
-0.05 10.82 1.57
-0.06 11.00 1.56
-0.06 11.17 1.57
-0.06 11.34 1.57
-0.06 11.53 1.57
-0.06 11.68 1.57
-0.06 11.95 1.57
-0.06 12.14 1.57
-0.06 12.31 1.57
-0.06 12.51 1.57
-0.06 12.66 1.57
-0.06 12.83 1.57
-0.06 13.02 1.57
-0.06 13.19 1.57
-0.06 13.37 1.57
-0.06 13.56 1.57
-0.06 13.73 1.57
-0.06 13.88 1.57
-0.06 14.07 1.57
-0.06 14.22 1.57
-0.06 14.39 1.57
-0.06 14.56 1.57
-0.06 14.71 1.57
-0.06 14.90 1.57
-0.06 15.12 1.57
-0.06 15.27 1.57
-0.06 15.44 1.57
-0.06 15.59 1.57
-0.06 15.78 1.57
-0.06 15.98 1.57
-0.06 16.15 1.57
-0.06 16.32 1.57
-0.06 16.49 1.57
-0.07 16.69 1.57
-0.07 16.86 1.56
-0.07 17.03 1.57
-0.07 17.18 1.57
-0.07 17.35 1.57
-0.07 17.57 1.57
-0.07 17.74 1.56
-0.07 17.91 1.57
-0.07 18.11 1.57
-0.07 18.25 1.57
-0.07 18.45 1.57
-0.07 18.62 1.57
-0.07 18.77 1.57
-0.07 18.96 1.57
-0.07 19.11 1.57
-0.07 19.30 1.57
-0.07 19.47 1.57
-0.07 19.65 1.57
-0.07 19.94 1.57
-0.07 20.08 1.57
-0.07 20.28 1.57
-0.07 20.45 1.57
-0.08 20.65 1.57
-0.08 20.79 1.57
-0.08 20.96 1.56
-0.08 21.14 1.57
-0.08 21.31 1.57
-0.08 21.48 1.57
-0.08 21.65 1.57
-0.08 21.84 1.57
-0.08 22.11 1.57
-0.08 22.26 1.57
-0.08 22.46 1.57
-0.08 22.63 1.57
-0.08 22.82 1.57
-0.08 23.02 1.57
-0.08 23.16 1.57
-0.08 23.36 1.57
-0.09 23.65 1.55
-0.09 23.95 1.57
-0.09 24.09 1.57
-0.09 24.26 1.57
-0.09 24.46 1.57
-0.09 24.61 1.57
-0.09 24.80 1.57
-0.09 24.97 1.57
-0.09 25.17 1.57
-0.09 25.36 1.57
-0.09 25.51 1.57
-0.09 25.70 1.57
-0.09 25.90 1.57
-0.09 26.07 1.57
-0.09 26.29 1.57
-0.09 26.46 1.57
-0.09 26.63 1.56
-0.09 26.78 1.56
-0.09 26.95 1.57
-0.09 27.15 1.57
-0.09 27.32 1.57
-0.10 27.56 1.56
-0.10 27.76 1.56
-0.10 27.95 1.57
-0.10 28.15 1.57
-0.10 28.29 1.57
-0.10 28.49 1.57
-0.10 28.64 1.57
-0.10 28.83 1.57
-0.10 29.03 1.57
-0.10 29.20 1.57
