47.03,0.30,0.00
45.87,0.25,-0.59
45.54,0.25,-2.36
47.01,0.25,-1.18
45.67,0.40,-1.19
45.94,-0.25,-1.18
47.61,-0.35,-0.59
47.50,-0.50,0.00
47.25,-0.40,0.60
46.52,-0.20,-0.60
46.71,0.25,-1.18
48.88,-0.55,1.21
48.61,-0.55,1.77
46.73,0.10,0.00
46.50,-0.40,-0.61
46.63,0.85,0.00
45.93,-0.50,0.60
46.84,-0.50,1.19
45.50,-0.65,1.21
47.81,0.30,0.00
46.32,0.70,0.58
48.14,-0.55,1.77
48.01,-0.35,-0.59
46.67,0.25,-2.36
47.06,0.30,0.00
34.20,-16.14,-62.10
34.50,-16.36,-62.59
35.10,-15.76,-64.29
32.26,-18.26,-55.98
32.34,-18.15,-56.65
33.15,-18.25,-56.98
33.04,-18.25,-58.63
33.16,-18.11,-57.15
32.67,-18.42,-55.98
33.29,-18.03,-57.30
33.40,-18.53,-56.98
34.34,-17.26,-60.18
33.33,-18.56,-56.48
35.11,-16.44,-62.57
33.81,-18.41,-58.63
33.75,-18.14,-58.74
33.42,-18.16,-58.31
33.32,-18.25,-58.12
33.64,-18.45,-56.80
33.16,-18.62,-56.48
33.89,-18.72,-58.63
34.34,-17.26,-60.18
33.97,-18.85,-56.14
33.35,-18.42,-57.80
32.71,-18.59,-55.30
35.39,17.07,62.61
32.99,18.40,56.48
32.59,17.98,55.98
32.39,18.42,56.98
32.89,18.25,56.98
32.78,18.14,55.65
33.13,18.05,57.48
32.48,18.42,56.31
33.58,17.44,59.04
34.37,19.08,60.00
35.66,15.20,66.10
34.07,18.81,56.31
33.93,18.67,57.62
30.69,18.26,57.80
32.73,18.20,56.31
33.24,18.56,56.48
33.33,17.63,58.31
33.66,18.51,56.48
33.66,18.51,56.48
34.09,17.93,59.44
33.55,18.39,56.80
33.61,19.11,57.53
33.38,18.36,58.63
34.43,17.32,61.66
33.76,18.25,57.62
